ITYP,INR,Datum,Art,Betreff,DOKTYP,DOKTYP_LANG,HIS_URL,VHG,VHG2,Fraktionen,THEMEN,SW,EUROVOC,DocumentLinks
AA,103,06.06.2008,AA,Schenkungsmeldegesetz 2008,AA,Abänderungsantrag,/gegenstand/XXIII/AA/103,ANTR,AA,"[""V"",""S""]",,,,"[{'title': 'Abänderungsantrag gescannt', 'link': '/dokument/XXIII/AA/103/imfname_112601.pdf', 'type': 'PDF'}]"
AA,106,06.06.2008,AA,Sozialversicherungs-Änderungsgesetz 2008 - SVÄG 2008,AA,Abänderungsantrag,/gegenstand/XXIII/AA/106,ANTR,AA,"[""G""]",,,,"[{'title': 'Abänderungsantrag gescannt', 'link': '/dokument/XXIII/AA/106/imfname_112604.pdf', 'type': 'PDF'}]"
AA,124,24.09.2008,AA,Sozialrechts-Änderungsgesetz 2008 - SRÄG 2008,AA,Abänderungsantrag,/gegenstand/XXIII/AA/124,ANTR,AA,"[""S"",""F""]",,,,"[{'title': 'Abänderungsantrag gescannt', 'link': '/dokument/XXIII/AA/124/imfname_142410.pdf', 'type': 'PDF'}]"
AA,128,24.09.2008,AA,Allgemeine Sozialversicherungsgesetz und das Beamten-Kranken- und Unfallversicherungsgesetz,AA,Abänderungsantrag,/gegenstand/XXIII/AA/128,ANTR,AA,"[""V""]",,,,"[{'title': 'Abänderungsantrag gescannt', 'link': '/dokument/XXIII/AA/128/imfname_142415.pdf', 'type': 'PDF'}]"
AA,132,24.09.2008,AA,Preisgesetz 1992 und das Preisauszeichnungsgesetz,AA,Abänderungsantrag,/gegenstand/XXIII/AA/132,ANTR,AA,"[""S""]",,,,"[{'title': 'Abänderungsantrag gescannt', 'link': '/dokument/XXIII/AA/132/imfname_142418.pdf', 'type': 'PDF'}]"
A,692,10.04.2008,A(E),Wieder-in-Kraft-setzen des Bazillenausscheidergesetzes,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIII/A/692,ANTR,SELBST,"[""F""]","[""Gesundheit und Ernährung""]","[""GESUNDHEIT""]","[""Gesundheit""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIII/A/692/imfname_106183.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIII/A/692/fname_106255.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIII/A/692/fnameorig_106255.html', 'type': 'HTML'}]"
A,701,10.04.2008,A(E),Erhaltung der biologischen Vielfalt und einer gentechnikfreien Landwirtschaft,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIII/A/701,ANTR,SELBST,"[""G""]","[""Land- und Forstwirtschaft""]","[""LAND- UND FORSTWIRTSCHAFT""]","[""Land- und Forstwirtschaft, Fischerei""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIII/A/701/imfname_106226.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIII/A/701/fname_106248.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIII/A/701/fnameorig_106248.html', 'type': 'HTML'}]"
A,703,10.04.2008,A(E),Einsetzung einer EU-Beauftragten für die Rechte der Frauen im Bereich der Entwicklungspolitik,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIII/A/703,ANTR,SELBST,"[""G""]","[""Außenpolitik"",""Europäische Union"",""Frauen und Gleichbehandlung""]","[""EUROPÄISCHE INTEGRATION"",""EUROPÄISCHE INTEGRATION"",""ENTWICKLUNGSZUSAMMENARBEIT"",""FRAUEN UND GLEICHBEHANDLUNG"",""FRAUEN UND GLEICHBEHANDLUNG""]","[""Europäische Union"",""Frau"",""Gleichbehandlung"",""Politik der Zusammenarbeit""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIII/A/703/imfname_106228.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIII/A/703/fname_106254.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIII/A/703/fnameorig_106254.html', 'type': 'HTML'}]"
A,704,10.04.2008,A,"Volksabstimmungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXIII/A/704,ANTR,SELBST,"[""F""]","[""Inneres und Recht""]","[""BUNDESVERFASSUNG""]","[""Verfassung""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIII/A/704/imfname_106267.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag textinterpretiert', 'link': '/dokument/XXIII/A/704/fname_106294.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag textinterpretiert', 'link': '/dokument/XXIII/A/704/fnameorig_106294.html', 'type': 'HTML'}]"
A,729,07.05.2008,A(E),"""Projekt Better Place""",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIII/A/729,ANTR,SELBST,"[""F""]","[""Klima, Umwelt und Energie"",""Wirtschaft""]","[""HANDEL, GEWERBE UND INDUSTRIE"",""HANDEL, GEWERBE UND INDUSTRIE"",""UMWELTSCHUTZ""]","[""Handel"",""Industrie"",""Umwelt"",""Unternehmen und Wettbewerb""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIII/A/729/imfname_108753.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIII/A/729/fname_108810.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIII/A/729/fnameorig_108810.html', 'type': 'HTML'}]"
