ITYP,INR,Datum,Art,Betreff,DOKTYP,DOKTYP_LANG,HIS_URL,VHG,VHG2,Fraktionen,THEMEN,SW,EUROVOC,DocumentLinks
A,5,28.10.2008,A(E),Absetzbarkeit von Spenden,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/5,ANTR,SELBST,"[""F""]","[""Budget und Finanzen""]","[""STEUERN UND GEBÜHREN""]","[""Steuerwesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/5/imfname_143257.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/5/fname_143284.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/5/fnameorig_143284.html', 'type': 'HTML'}]"
A,7,28.10.2008,A(E),"""Cross-Border-Leasing""",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/7,ANTR,SELBST,"[""F""]","[""Budget und Finanzen"",""Wirtschaft""]","[""KREDITWESEN"",""KREDITWESEN"",""STEUERN UND GEBÜHREN"",""ÖFFENTLICHE UNTERNEHMEN"",""ÖFFENTLICHE UNTERNEHMEN""]","[""Finanzwesen"",""Öffentlicher Sektor"",""Steuerwesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/7/imfname_143255.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/7/fname_143324.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/7/fnameorig_143324.html', 'type': 'HTML'}]"
A,8,28.10.2008,A(E),Verbot der Spekulation und risikoreicher Veranlagung von Steuergeldern,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/8,ANTR,SELBST,"[""F""]","[""Budget und Finanzen"",""Wirtschaft""]","[""KREDITWESEN"",""ÖFFENTLICHE UNTERNEHMEN"",""ÖFFENTLICHE UNTERNEHMEN""]","[""Finanzwesen"",""Öffentlicher Sektor""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/8/imfname_143259.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/8/fname_143378.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/8/fnameorig_143378.html', 'type': 'HTML'}]"
A,11,28.10.2008,A,"Arbeitslosenversicherungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXIV/A/11,ANTR,SELBST,"[""G""]","[""Soziales""]","[""SOZIALVERSICHERUNG V""]","[""Arbeitslosenversicherung""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIV/A/11/imfname_143260.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/11/fname_143340.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/11/fnameorig_143340.html', 'type': 'HTML'}]"
A,18,28.10.2008,A,"Allgemeines bürgerliches Gesetzbuch, Änderung",A,Selbständiger Antrag,/gegenstand/XXIV/A/18,ANTR,SELBST,"[""G""]","[""Inneres und Recht""]","[""ERSTE LESUNGEN"",""ZIVILRECHT""]","[""Bürgerliches Recht"",""Gesetzgebungsverfahren""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIV/A/18/imfname_143275.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/18/fname_143609.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/18/fnameorig_143609.html', 'type': 'HTML'}]"
A,23,28.10.2008,A(E),eine neue Agrarpolitik für Nord und Süd,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/23,ANTR,SELBST,"[""G""]","[""Außenpolitik"",""Budget und Finanzen"",""Europäische Union"",""Land- und Forstwirtschaft""]","[""EUROPÄISCHE INTEGRATION"",""EUROPÄISCHE INTEGRATION"",""LAND- UND FORSTWIRTSCHAFT"",""LAND- UND FORSTWIRTSCHAFT"",""STEUERN UND GEBÜHREN"",""STEUERN UND GEBÜHREN"",""ENTWICKLUNGSZUSAMMENARBEIT""]","[""Europäische Union"",""Land- und Forstwirtschaft, Fischerei"",""Politik der Zusammenarbeit"",""Steuerwesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/23/imfname_143279.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/23/fname_143348.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/23/fnameorig_143348.html', 'type': 'HTML'}]"
A,25,28.10.2008,A(E),österreichische Außen- und Sicherheitspolitik im UN-Sicherheitsrat,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/25,ANTR,SELBST,"[""G""]","[""Außenpolitik"",""Frauen und Gleichbehandlung"",""Klima, Umwelt und Energie""]","[""ATOMENERGIE"",""ATOMENERGIE"",""AUSSENPOLITIK"",""VEREINTE NATIONEN"",""VEREINTE NATIONEN"",""ENTWICKLUNGSZUSAMMENARBEIT"",""ENTWICKLUNGSZUSAMMENARBEIT"",""FRAUEN UND GLEICHBEHANDLUNG"",""FRAUEN UND GLEICHBEHANDLUNG""]","[""Elektrizitäts- und Kernkraftindustrie"",""Frau"",""Gleichbehandlung"",""Internationale Beziehungen"",""Politik der Zusammenarbeit"",""Vereinte Nationen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/25/imfname_143282.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/25/fname_143350.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/25/fnameorig_143350.html', 'type': 'HTML'}]"
A,38,28.10.2008,A,"Ausfuhrförderungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXIV/A/38,ANTR,SELBST,"[""V"",""S""]","[""Wirtschaft""]","[""HANDEL, GEWERBE UND INDUSTRIE""]","[""Handel"",""Industrie"",""Unternehmen und Wettbewerb""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIV/A/38/imfname_143313.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/38/fname_143328.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/38/fnameorig_143328.html', 'type': 'HTML'}]"
A,45,25.11.2008,A(E),die Verwendung der deutschen Sprache als EU-Verfahrenssprache neben Englisch und Französisch,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/45,ANTR,SELBST,"[""F""]","[""Europäische Union""]","[""EUROPÄISCHE INTEGRATION""]","[""Europäische Union""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/45/imfname_144451.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/45/fname_144559.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/45/fnameorig_144559.html', 'type': 'HTML'}]"
A,46,25.11.2008,A(E),Verhandlungen der Bundesregierung auf europäischer Ebene zur Erreichung einer restriktiveren Einwanderungspolitik und einem Ausbau der EU-Agentur FRONTEX,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/46,ANTR,SELBST,"[""F""]","[""Außenpolitik"",""Europäische Union"",""Inneres und Recht""]","[""EUROPÄISCHE INTEGRATION"",""EUROPÄISCHE INTEGRATION"",""FLÜCHTLINGE"",""FLÜCHTLINGE"",""GRENZEN"",""AUSLÄNDER:IN"",""AUSLÄNDER:IN""]","[""ausländischer Staatsangehöriger"",""Europäische Union"",""Flüchtling"",""Grenze""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/46/imfname_144450.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/46/fname_144560.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/46/fnameorig_144560.html', 'type': 'HTML'}]"
A,83,03.12.2008,A(E),Gewährung von Unterhaltsvorschüssen für Volljährige in Schulausbildung und volljährige erwerbsunfähige Behinderte,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/83,ANTR,SELBST,"[""F""]","[""Inneres und Recht"",""Soziales""]","[""RECHTSPFLEGE"",""MENSCHEN MIT BEHINDERUNG""]","[""Behinderter"",""Gerichtswesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/83/imfname_145118.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/83/fname_145438.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/83/fnameorig_145438.html', 'type': 'HTML'}]"
A,105,03.12.2008,A(E),"Rechtsanspruch auf ""persönliche Assistenz""",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/105,ANTR,SELBST,"[""F""]","[""Soziales""]","[""MENSCHEN MIT BEHINDERUNG""]","[""Behinderter""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/105/imfname_145139.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/105/fname_145474.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/105/fnameorig_145474.html', 'type': 'HTML'}]"
A,109,03.12.2008,A(E),die Pauschalierung der Verwaltungsaufwendungen für das Pflegegeld,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/109,ANTR,SELBST,"[""F""]","[""Soziales""]","[""SOZIALVERSICHERUNG VI""]","[""soziale Sicherheit""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/109/imfname_145142.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/109/fname_145439.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/109/fnameorig_145439.html', 'type': 'HTML'}]"
A,120,03.12.2008,A(E),die Beschränkung der Dauer des Pflegegeldverfahrens,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/120,ANTR,SELBST,"[""F""]","[""Soziales""]","[""SOZIALVERSICHERUNG VI""]","[""soziale Sicherheit""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/120/imfname_145156.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/120/fname_145460.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/120/fnameorig_145460.html', 'type': 'HTML'}]"
A,128,03.12.2008,A(E),Standardisierung des Begutachtungsverfahrens zur Bewertung des Pflegebedarfs,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/128,ANTR,SELBST,"[""F""]","[""Soziales""]","[""SOZIALVERSICHERUNG VI""]","[""soziale Sicherheit""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/128/imfname_145163.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/128/fname_145440.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/128/fnameorig_145440.html', 'type': 'HTML'}]"
A,134,03.12.2008,A(E),Entwertung/Vernichtung des Typenscheins bei Pkw-Totalhavarien,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/134,ANTR,SELBST,"[""G""]","[""Budget und Finanzen"",""Inneres und Recht"",""Verkehr und Infrastruktur""]","[""SICHERHEITSWESEN"",""SICHERHEITSWESEN"",""VERKEHR I"",""VERKEHR I"",""VERTRAGSVERSICHERUNGEN""]","[""öffentliche Sicherheit"",""Straßenverkehr"",""Versicherungswesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/134/imfname_145170.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/134/fname_145181.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/134/fnameorig_145181.html', 'type': 'HTML'}]"
A,142,03.12.2008,A(E),Rahmenbedingungen für den Erhalt und den Ausbau von Verpackungs-Mehrwegsystemen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/142,ANTR,SELBST,"[""G""]","[""Klima, Umwelt und Energie"",""Wirtschaft""]","[""HANDEL, GEWERBE UND INDUSTRIE"",""HANDEL, GEWERBE UND INDUSTRIE"",""ABFALLWIRTSCHAFT""]","[""Abfall"",""Abfallwirtschaft"",""Handel"",""Industrie"",""Unternehmen und Wettbewerb""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/142/imfname_145190.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/142/fname_145209.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/142/fnameorig_145209.html', 'type': 'HTML'}]"
A,146,03.12.2008,A(E),Kontoüberziehungsrahmen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/146,ANTR,SELBST,"[""G""]","[""Budget und Finanzen""]","[""KREDITWESEN""]","[""Finanzwesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/146/imfname_145174.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/146/fname_145213.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/146/fnameorig_145213.html', 'type': 'HTML'}]"
A,147,03.12.2008,A(E),Teil- und Ratenzahlungsangebote,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/147,ANTR,SELBST,"[""G""]","[""Budget und Finanzen"",""Wirtschaft""]","[""HANDEL, GEWERBE UND INDUSTRIE"",""HANDEL, GEWERBE UND INDUSTRIE"",""KREDITWESEN""]","[""Finanzwesen"",""Handel"",""Industrie"",""Unternehmen und Wettbewerb""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/147/imfname_145178.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/147/fname_145214.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/147/fnameorig_145214.html', 'type': 'HTML'}]"
A,154,03.12.2008,A(E),Neustationierung einer Haflinger-Tragtierstaffel in Kärnten,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/154,ANTR,SELBST,"[""B""]","[""Landesverteidigung""]","[""LANDESVERTEIDIGUNG""]","[""Verteidigung""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/154/imfname_145192.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/154/fname_145245.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/154/fnameorig_145245.html', 'type': 'HTML'}]"
A,157,03.12.2008,A(E),Anerkennung von Religionsgemeinschaften,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/157,ANTR,SELBST,"[""F""]","[""Kultur""]","[""RELIGION""]","[""Religion""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/157/imfname_145196.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/157/fname_145466.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/157/fnameorig_145466.html', 'type': 'HTML'}]"
A,160,03.12.2008,A,"Allgemeines Sozialversicherungsgesetz, Bauern-Sozialversicherungsgesetz u.a., Änderung",A,Selbständiger Antrag,/gegenstand/XXIV/A/160,ANTR,SELBST,"[""V"",""S""]","[""Soziales""]","[""SOZIALVERSICHERUNG I""]","[""soziale Sicherheit""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIV/A/160/imfname_145217.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/160/fname_145304.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag elektronisch übermittelt', 'link': '/dokument/XXIV/A/160/fnameorig_145304.html', 'type': 'HTML'}]"
A,204,10.12.2008,A(E),verpflichtende Volksabstimmung bei Ratifikation von Staatsverträgen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/204,ANTR,SELBST,"[""F""]","[""Europäische Union"",""Parlament und Demokratie""]","[""EUROPÄISCHE INTEGRATION"",""VOLKSABSTIMMUNG""]","[""Europäische Union"",""partizipative Demokratie""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/204/imfname_145599.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/204/fname_145688.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/204/fnameorig_145688.html', 'type': 'HTML'}]"
A,207,10.12.2008,A(E),Maßnahmen zur Förderung von Mehrwegverpackungen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/207,ANTR,SELBST,"[""F""]","[""Klima, Umwelt und Energie""]","[""ABFALLWIRTSCHAFT""]","[""Abfall"",""Abfallwirtschaft""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/207/imfname_145603.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/207/fname_145711.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/207/fnameorig_145711.html', 'type': 'HTML'}]"
A,211,10.12.2008,A(E),konkrete Maßnahmen im Sinne des Klimaschutzes und der Energieautonomie,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/211,ANTR,SELBST,"[""F""]","[""Budget und Finanzen"",""Klima, Umwelt und Energie"",""Wirtschaft""]","[""BAUWESEN"",""BAUWESEN"",""ENERGIEWIRTSCHAFT"",""ENERGIEWIRTSCHAFT"",""HANDEL, GEWERBE UND INDUSTRIE"",""HANDEL, GEWERBE UND INDUSTRIE"",""STEUERN UND GEBÜHREN"",""STEUERN UND GEBÜHREN"",""UMWELTSCHUTZ""]","[""Bauindustrie und öffentliches Bauwesen"",""Baupolitik"",""Energie"",""Handel"",""Industrie"",""Steuerwesen"",""Umwelt"",""Unternehmen und Wettbewerb""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/211/imfname_145610.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/211/fname_145723.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/211/fnameorig_145723.html', 'type': 'HTML'}]"
A,216,10.12.2008,A(E),Einführung einer Meldepflicht bei Lagerung oder Weiterverarbeitung gefährlicher Abfälle,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/216,ANTR,SELBST,"[""F""]","[""Klima, Umwelt und Energie""]","[""ABFALLWIRTSCHAFT""]","[""Abfall"",""Abfallwirtschaft""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/216/imfname_145616.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/216/fname_145763.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/216/fnameorig_145763.html', 'type': 'HTML'}]"
A,225,10.12.2008,A(E),Erstellung einer Studie betreffend Nutzung von Photovoltaikanlagen auf öffentlichen Gebäuden,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/225,ANTR,SELBST,"[""F""]","[""Klima, Umwelt und Energie"",""Wirtschaft""]","[""BAUWESEN"",""BAUWESEN"",""ENERGIEWIRTSCHAFT""]","[""Bauindustrie und öffentliches Bauwesen"",""Baupolitik"",""Energie""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/225/imfname_145625.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/225/fname_145764.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/225/fnameorig_145764.html', 'type': 'HTML'}]"
A,230,10.12.2008,A(E),"besseren Schutz der Konsumenten vor ""Inlands-Roaming""",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/230,ANTR,SELBST,"[""F""]","[""Information und Medien""]","[""POST- UND FERNMELDEWESEN""]","[""Post- und Fernmeldewesen""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/230/imfname_145627.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/230/fname_145772.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/230/fnameorig_145772.html', 'type': 'HTML'}]"
A,232,10.12.2008,A(E),"Kennzeichnungspflicht für Fleisch, Milchprodukte und Eiern von Tieren, die mit GVO gefüttert wurden",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/232,ANTR,SELBST,"[""F""]","[""Gesundheit und Ernährung""]","[""LEBENSMITTEL""]","[""Agrarerzeugnisse und Lebensmittel""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/232/imfname_145632.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/232/fname_145776.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/232/fnameorig_145776.html', 'type': 'HTML'}]"
A,245,10.12.2008,A(E),Ausbezahlung einer Belohnung für während der EM 2008 eingesetzte Exekutivbeamte,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/245,ANTR,SELBST,"[""F""]","[""Inneres und Recht"",""Sport""]","[""ÖFFENTLICHER DIENST"",""ÖFFENTLICHER DIENST"",""SICHERHEITSWESEN"",""SPORT"",""SPORT""]","[""öffentliche Sicherheit"",""öffentliche Verwaltung"",""öffentlicher Dienst"",""Sport""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/245/imfname_145641.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/245/fname_145787.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/245/fnameorig_145787.html', 'type': 'HTML'}]"
A,247,10.12.2008,A(E),Öffnung geschlossener Polizeiposten in Österreich,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/247,ANTR,SELBST,"[""F""]","[""Inneres und Recht""]","[""SICHERHEITSWESEN""]","[""öffentliche Sicherheit""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/247/imfname_145645.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/247/fname_145790.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/247/fnameorig_145790.html', 'type': 'HTML'}]"
A,256,10.12.2008,A(E),Erstellung eines jährlichen österreichischen Islamisierungsberichtes,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/256,ANTR,SELBST,"[""F""]","[""Kultur""]","[""RELIGION""]","[""Religion""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/256/imfname_145653.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/256/fname_145828.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/256/fnameorig_145828.html', 'type': 'HTML'}]"
A,259,10.12.2008,A,"Familienlastenausgleichsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXIV/A/259,ANTR,SELBST,"[""F""]","[""Familie und Generationen""]","[""FAMILIENLASTENAUSGLEICH""]","[""Familienleistungsausgleich""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIV/A/259/imfname_145658.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag textinterpretiert', 'link': '/dokument/XXIV/A/259/fname_145788.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag textinterpretiert', 'link': '/dokument/XXIV/A/259/fnameorig_145788.html', 'type': 'HTML'}]"
A,260,10.12.2008,A,"Allgemeines bürgerliches Gesetzbuch, Änderung",A,Selbständiger Antrag,/gegenstand/XXIV/A/260,ANTR,SELBST,"[""F""]","[""Inneres und Recht"",""Soziales""]","[""ZIVILRECHT"",""MENSCHEN MIT BEHINDERUNG""]","[""Behinderter"",""Bürgerliches Recht""]","[{'title': 'Initiativantrag gescannt', 'link': '/dokument/XXIV/A/260/imfname_145657.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag textinterpretiert', 'link': '/dokument/XXIV/A/260/fname_145810.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag textinterpretiert', 'link': '/dokument/XXIV/A/260/fnameorig_145810.html', 'type': 'HTML'}]"
A,266,10.12.2008,A(E),"Gehaltsbeschränkungen für Manager staatsnaher Betriebe und Manager, deren Banken die Unterstützung des Bundes in Anspruch nehmen",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXIV/A/266,ANTR,SELBST,"[""F""]","[""Arbeit"",""Budget und Finanzen"",""Wirtschaft""]","[""KREDITWESEN"",""KREDITWESEN"",""LÖHNE UND GEHÄLTER"",""ÖFFENTLICHE UNTERNEHMEN"",""ÖFFENTLICHE UNTERNEHMEN""]","[""Einkommen"",""Finanzwesen"",""Öffentlicher Sektor"",""Verwaltung und Entlohnung des Personals""]","[{'title': 'Entschließungsantrag gescannt', 'link': '/dokument/XXIV/A/266/imfname_145662.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/266/fname_145819.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag textinterpretiert', 'link': '/dokument/XXIV/A/266/fnameorig_145819.html', 'type': 'HTML'}]"
